NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease,category
NCT03470233,Unknown,COMPLETED,2017-05-25,Multi-drug Resistant Tuberculosis,No interventions listed,"Ulsan - Korea, Republic of, Yangsan - Korea, Republic of",2021-06-21,2018-03-19,2021-09-17,OBSERVATIONAL,Not Available,"Korea Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,drug_resistant_tuberculosis,all_disease_procesed.csv
NCT03827811,PandrTB,UNKNOWN,2020-01-30,Multi-drug Resistant Tuberculosis,No interventions listed,"Almaty - Kazakhstan, Maseru - Lesotho, Karachi - Pakistan, Lima - Peru, Lima - Peru, Cape Town - South Africa, Hanoi - Vietnam",2023-04-30,2019-02-01,2022-11-04,OBSERVATIONAL,Not Available,University of Cape Town,OTHER,drug_resistant_tuberculosis,all_disease_procesed.csv
NCT06590428,THERMOL,NOT_YET_RECRUITING,2025-09,"Rifampin-resistant Tuberculosis, Drug-resistant Tuberculosis",Therapeutic Drug Monitoring for Linezolid,East London - South Africa,2029-03,2024-09-19,2024-12-27,INTERVENTIONAL,,Albert Einstein College of Medicine,OTHER,drug_resistant_tuberculosis,all_disease_procesed.csv
NCT02454205,NEXT,COMPLETED,2015-11-12,"Tuberculosis, Multidrug Resistant Tuberculosis, Extensively-drug Resistant Tuberculosis","Linezolid, Bedaquiline, Levofloxacin, Pyrazinamide, Isoniazid, Ethionamide, Terizidone, Moxifloxacin, Kanamycin",Cape Town - South Africa,2020-12-31,2015-05-27,2021-09-29,INTERVENTIONAL,PHASE3,University of Cape Town,OTHER,drug_resistant_tuberculosis,all_disease_procesed.csv
NCT00910871,Unknown,COMPLETED,2009-09,Tuberculosis,"TMC207, Background Regimen (BR) for MDR-TB","Beijing - China, Fuzhou - China, Jinan - China, Nanjing - China, Shanghai - China, Talinn - Estonia, Tartu - Estonia, Nairobi - Kenya, Seoul - Korea, Republic of, Suwon - Korea, Republic of, Stopinu Region - Latvia, Callao - Peru, Lima - Peru, Quezon City - Philippines, Arkhangelsk - Russian Federation, Moscow - Russian Federation, Orel - Russian Federation, Bellville West Cape - South Africa, Durban - South Africa, Sandringham - South Africa, Nakhon - Thailand, Nonthaburi - Thailand, Istanbul - Turkey, Kecioren - Turkey, Donetsk - Ukraine, Kiev - Ukraine, Odessa - Ukraine",2011-03,2009-06-01,2015-04-24,INTERVENTIONAL,PHASE2,Janssen Infectious Diseases BVBA,INDUSTRY,drug_resistant_tuberculosis,all_disease_procesed.csv
NCT03680365,Unknown,COMPLETED,2018-09-20,"Duchenne Muscular Dystrophy, Burden, Dependency, Disability Physical, Disease Management, Impairment, Rare Diseases",No interventions listed,Eagan - United States,2019-03-15,2018-09-21,2019-04-01,OBSERVATIONAL,Not Available,"Jett Foundation, Inc.",OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT02484560,Unknown,UNKNOWN,2015-06,Duchenne Muscular Dystrophy,Biological: Umbilical Cord Based Allogenic Mesenchymal Stem Cell,Gaziantep - Turkey,2015-12,2015-06-29,2015-07-01,INTERVENTIONAL,PHASE1,University of Gaziantep,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT04906460,Unknown,ACTIVE_NOT_RECRUITING,2021-09-28,Duchenne Muscular Dystrophy,WVE-N531,"Amman - Jordan, Amman - Jordan, Headington - United Kingdom",2025-01-16,2021-05-28,2025-02-19,INTERVENTIONAL,PHASE2,Wave Life Sciences Ltd.,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT01847573,Unknown,TERMINATED,2013-05,Duchenne Muscular Dystrophy,HT-100,"Sacramento - United States, Baltimore - United States, Saint Louis - United States, Cincinnati - United States, Columbus - United States",2016-03-30,2013-05-07,2020-09-03,INTERVENTIONAL,PHASE2,Processa Pharmaceuticals,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT05257473,GRASP-01-002,RECRUITING,2022-04-13,"Becker Muscular Dystrophy, Muscular Dystrophies, Muscular Dystrophy in Children, Muscular Dystrophy, Becker",No interventions listed,"Orange - United States, Aurora - United States, Iowa City - United States, Kansas City - United States, Baltimore - United States, Minneapolis - United States, Saint Louis - United States, Columbus - United States, Richmond - United States, Auckland - New Zealand, Newcastle Upon Tyne - United Kingdom",2025-05,2022-02-25,2024-11-04,OBSERVATIONAL,Not Available,Virginia Commonwealth University,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT02436720,PUL in DMD,UNKNOWN,2013-01,Duchenne Muscular Dystrophy,No interventions listed,Rome - Italy,2013-03,2015-05-07,2015-05-07,OBSERVATIONAL,Not Available,Catholic University of the Sacred Heart,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT04687020,Unknown,ACTIVE_NOT_RECRUITING,2021-06-10,Duchenne Muscular Dystrophy,Viltolarsen,"Sacramento - United States, Chicago - United States, Durham - United States, Richmond - United States, Calgary - Canada",2032-09,2020-12-29,2022-10-19,INTERVENTIONAL,PHASE4,"NS Pharma, Inc.",INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03067831,Unknown,UNKNOWN,2015-09,Duchenne Muscular Dystrophy,Stem Cells,Amman - Jordan,2021-11,2017-03-01,2020-03-17,INTERVENTIONAL,PHASE2,Stem Cells Arabia,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT04184882,Unknown,TERMINATED,2021-02-24,Duchenne Muscular Dystrophy (DMD),"Bocidelpar, Placebo","Sacramento - United States, Kansas City - United States, Baltimore - United States, Worcester - United States, Richmond - United States",2022-09-04,2019-12-04,2024-10-22,INTERVENTIONAL,PHASE1,Astellas Pharma Inc,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03703882,PolarisDMD,COMPLETED,2018-10-02,"Muscular Dystrophy, Duchenne","Edasalonexent, Placebo","Little Rock - United States, Los Angeles - United States, Sacramento - United States, Orlando - United States, Atlanta - United States, Chicago - United States, Iowa City - United States, Fairway - United States, Baltimore - United States, Baltimore - United States, Boston - United States, Ann Arbor - United States, Minneapolis - United States, Las Vegas - United States, Cincinnati - United States, Cleveland - United States, Portland - United States, Philadelphia - United States, Nashville - United States, Fort Worth - United States, San Antonio - United States, Salt Lake City - United States, Norfolk - United States, Richmond - United States, Westmead - Australia, South Brisbane - Australia, Parkville - Australia, Calgary - Canada, London - Canada, Ottawa - Canada, Montréal - Canada, Hamburg - Germany, Munich - Germany, Dublin - Ireland, Jerusalem - Israel, Gothenburg - Sweden, Bristol - United Kingdom, London - United Kingdom, London - United Kingdom, Manchester - United Kingdom",2020-09-22,2018-10-12,2022-06-21,INTERVENTIONAL,PHASE3,Catabasis Pharmaceuticals,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT02819557,Unknown,COMPLETED,2016-06-09,Duchenne Muscular Dystrophy,Ataluren,"Gulf Breeze - United States, Chicago - United States, Boston - United States, Cincinnati - United States, Dallas - United States, Salt Lake City - United States",2018-02-09,2016-06-30,2020-08-28,INTERVENTIONAL,PHASE2,PTC Therapeutics,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06833931,CONNECT2-EDO51,RECRUITING,2024-12-17,Duchenne Muscular Dystrophy (DMD),"IV infusion, Placebo","Leeds - United Kingdom, Oxford - United Kingdom",2027-04-30,2025-02-19,2025-02-19,INTERVENTIONAL,PHASE2,PepGen Inc,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03179631,Unknown,COMPLETED,2017-07-06,"Muscular Dystrophy, Duchenne, Muscular Dystrophies, Muscular Disorders, Atrophic, Muscular Diseases, Musculoskeletal Disease, Neuromuscular Diseases, Nervous System Diseases, Genetic Diseases, X-Linked, Genetic Diseases, Inborn","Ataluren, PLACEBO","Phoenix - United States, Los Angeles - United States, Oakland - United States, Palo Alto - United States, Sacramento - United States, San Bernardino - United States, Gulf Breeze - United States, Indianapolis - United States, Kansas City - United States, Ann Arbor - United States, Detroit - United States, Minneapolis - United States, New York - United States, Cincinnati - United States, Portland - United States, Pittsburgh - United States, Fort Worth - United States, Houston - United States, San Antonio - United States, Salt Lake City - United States, Norfolk - United States, Seattle - United States, Westmead - Australia, Parkville - Australia, Nedlands - Australia, South Brisbane - Australia, Belo Horizonte - Brazil, Rio De Janeiro - Brazil, São Paulo - Brazil, Sofia - Bulgaria, London - Canada, Ottawa - Canada, Beijing - China, Fuzhou - China, Hunan - China, Shanghai - China, Shenzhen - China, Hong Kong - Hong Kong, Ahmedabad - India, Bengaluru - India, Mahim - India, Chennai - India, Vellore - India, Hyderabad - India, Kolkata - India, Chandigarh - India, New Delhi - India, Multiple Locations - Japan, Yangsan - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Kuala Lumpur - Malaysia, Pantai - Malaysia, Chihuahua - Mexico, Ciudad de mexico - Mexico, Tlalpan - Mexico, Warszawa - Poland, San Juan - Puerto Rico, Moscow - Russian Federation, Saint Petersburg - Russian Federation, Kaohsiung - Taiwan, Taipei - Taiwan, Bangkok - Thailand, Istanbul - Turkey",2022-03-05,2017-06-07,2024-01-18,INTERVENTIONAL,PHASE3,PTC Therapeutics,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT02369731,Unknown,ACTIVE_NOT_RECRUITING,2015-04-30,"Muscular Dystrophy, Duchenne",No interventions listed,"Linz - Austria, Wien - Austria, São Paulo - Brazil, Brno - Czechia, Praha 5 - Motol - Czechia, Bordeaux Cedex - France, Brest - France, Bron Cedex - France, Clermont-Ferrand - France, Fort De France Cedex - France, Lille Cedex - France, Marseille Cedex 5 - France, Nantes - France, Paris - France, Paris - France, Reims Cedex - France, Saint Etienne Cedex 2 - France, Saint Pierre - France, Strasbourg Cedex - France, Toulouse Cedex - France, Tours - France, Vandoeuvre-les-Nancy - France, Bayreuth - Germany, Berlin - Germany, Erlangen - Germany, Essen - Germany, Frankfurt am Main - Germany, Freiburg - Germany, Fürth - Germany, Gießen - Germany, Hamburg - Germany, Kassel - Germany, Athens - Greece, Thessaloniki - Greece, Budapest - Hungary, Budapest - Hungary, Jerusalem - Israel, Petah Tikva - Israel, Ramat Gan - Israel, Bologna - Italy, Genova - Italy, Messina - Italy, Milano - Italy, Milano - Italy, Milano - Italy, Napoli - Italy, Napoli - Italy, Padova - Italy, Roma - Italy, Rome - Italy, Torino - Italy, Riga - Latvia, Trondheim - Norway, Coimbra - Portugal, Lisboa - Portugal, Porto - Portugal, Bucharest - Romania, Bucharest - Romania, Ljubljana - Slovenia, Goteborg - Sweden, Stockholm - Sweden, Birmingham - United Kingdom, Bristol - United Kingdom, Cambridge - United Kingdom, Leeds - United Kingdom, Liverpool - United Kingdom, London - United Kingdom, London - United Kingdom, Manchester - United Kingdom, Newcastle - United Kingdom, Preston - United Kingdom",2025-05-30,2015-02-24,2025-01-28,OBSERVATIONAL,Not Available,PTC Therapeutics,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06692426,Unknown,NOT_YET_RECRUITING,2025-05-16,Duchenne Muscular Dystrophy,"MyoPAXon, Tacrolimus",No locations listed,2027-03-03,2024-11-18,2025-01-28,INTERVENTIONAL,PHASE1,"Masonic Cancer Center, University of Minnesota",OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06363526,DMDrespy2024,NOT_YET_RECRUITING,2024-05-05,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy, Muscular Dystrophy",Digital respiratory intervention program,Málaga - Spain,2024-10-30,2024-04-12,2024-04-12,INTERVENTIONAL,,University of Malaga,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT00759876,Unknown,TERMINATED,2008-08-13,Duchenne Muscular Dystrophy,Ataluren,"Cincinnati - United States, Philadelphia - United States, Salt Lake City - United States",2010-05-17,2008-09-25,2020-10-29,INTERVENTIONAL,PHASE2,PTC Therapeutics,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03760029,Unknown,COMPLETED,2019-07-24,Duchenne Muscular Dystrophy,Visit frequency,"Chongqing - China, Chongqing - China, Fuzhou - China, Beijing - China, Beijing - China, Shanghai - China, Shanghai - China, Shanghai - China",2023-03-21,2018-11-30,2024-09-19,INTERVENTIONAL,,Pfizer,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06606340,EVOLVE,ENROLLING_BY_INVITATION,2019-01-07,Duchenne Muscular Dystrophy,"Eteplirsen, Golodirsen, Casimersen","Little Rock - United States, Los Angeles - United States, Sacramento - United States, Washington - United States, Gainesville - United States, Iowa City - United States, Baltimore - United States, Saint Louis - United States, New York - United States, Durham - United States, Winston-Salem - United States, Cincinnati - United States, Columbus - United States, Hershey - United States, Philadelphia - United States, Pittsburgh - United States, Fort Worth - United States, Houston - United States, Charlottesville - United States, Seattle - United States",2033-12-31,2024-09-23,2024-09-23,OBSERVATIONAL,Not Available,"Sarepta Therapeutics, Inc.",INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT01954940,Unknown,COMPLETED,2013-03,Duchenne Muscular Dystrophy,Whole Body Vibration Therapy,Ottawa - Canada,2017-03,2013-10-07,2018-08-31,INTERVENTIONAL,,Children's Hospital of Eastern Ontario,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT02235844,Unknown,COMPLETED,2014-09,Duchenne's Muscular Dystrophy,Umbilical Cord Mesenchymal Stem Cells,Wichita - United States,2017-09-30,2014-09-10,2019-09-16,INTERVENTIONAL,PHASE1,"Allergy and Asthma Consultants, Wichita, Kansas",OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT05281120,Unknown,COMPLETED,2006-11,"Osteoporosis, Duchenne Muscular Dystrophy","Low-level mechanical vibrations WITH vertical sinusoidal acceleration, Low-level mechanical vibrations WITHOUT vertical sinusoidal acceleration",No locations listed,2007-05,2022-03-16,2022-03-16,INTERVENTIONAL,,Istituto Auxologico Italiano,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT02285673,Unknown,UNKNOWN,2013-11,Duchenne Muscular Dystrophy,Umbilical Cord Mesenchymal Stem Cell,Istanbul - Turkey,2015-02,2014-11-07,2014-11-07,INTERVENTIONAL,PHASE2,Acibadem University,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03589573,Unknown,COMPLETED,2017-03-24,"Duchenne Muscular Dystrophy, Muscle Strength, Lower Extremity, Hamstring Contractures",No interventions listed,Ankara - Turkey,2017-09-25,2018-07-18,2018-07-31,OBSERVATIONAL,Not Available,Hacettepe University,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03882827,Unknown,UNKNOWN,2019-12-19,Duchenne Muscular Dystrophy,No interventions listed,"Bordeaux - France, Brest - France, Bron - France, Lille - France, Marseille - France, Paris - France, Strasbourg - France, London - United Kingdom, Newcastle - United Kingdom",2023-06-30,2019-03-20,2022-09-07,OBSERVATIONAL,Not Available,Genethon,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT01009294,Unknown,TERMINATED,2010-01-13,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy","Ataluren, Chronic Corticosteroid Therapy","Davis - United States, Boston - United States, Minneapolis - United States, Saint Louis - United States, Columbus - United States, Newcastle upon Tyne - United Kingdom",2010-03-23,2009-11-06,2020-07-29,INTERVENTIONAL,PHASE2,PTC Therapeutics,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT05540860,Unknown,ACTIVE_NOT_RECRUITING,2022-10-24,Duchenne Muscular Dystrophy,"Sevasemten Dose 1, Sevasemten Dose 2, Sevasemten Dose 3, Sevasemten Dose 4, Sevasemten Dose 5, Placebo","Little Rock - United States, Los Angeles - United States, Sacramento - United States, Aurora - United States, Gainesville - United States, Atlanta - United States, Iowa City - United States, Kansas City - United States, Baltimore - United States, Worcester - United States, Saint Louis - United States, Cincinnati - United States, Columbus - United States, Fort Worth - United States",2026-02,2022-09-15,2024-12-27,INTERVENTIONAL,PHASE2,"Edgewise Therapeutics, Inc.",INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06491927,Unknown,ENROLLING_BY_INVITATION,2024-05-08,Duchenne Muscular Dystrophy,No Intervention,"Little Rock - United States, San Carlos - United States, Chicago - United States",2029-12-01,2024-07-09,2024-07-09,OBSERVATIONAL,Not Available,REGENXBIO Inc.,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06594094,MUSCLE,RECRUITING,2024-11-06,Duchenne Muscular Dystrophin (DMD),HG302,Shanghai - China,2026-09-30,2024-09-19,2024-11-25,INTERVENTIONAL,,"HuidaGene Therapeutics Co., Ltd.",INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06224660,MUSIC-DMD,RECRUITING,2024-10-02,DMD-Associated Dilated Cardiomyopathy,SRD-001,"Kansas City - United States, Cincinnati - United States, Columbus - United States",2027-10,2024-01-25,2025-02-27,INTERVENTIONAL,PHASE1,Sardocor Corp.,INDUSTRY,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT05305976,Duchenne,COMPLETED,2021-01-11,Duchenne Muscular Dystrophy,Telerehabilitation,Trabzon - Turkey,2021-11-15,2022-03-31,2022-03-31,INTERVENTIONAL,,Karadeniz Technical University,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03611244,Unknown,UNKNOWN,2018-08-07,"Scoliosis Neuromuscular, Duchenne Muscular Dystrophy, Lordosis Lumbar",Portable seat device devised to maintain lumbar lordosis,"Seoul - Korea, Republic of, Seoul - Korea, Republic of",2024-12,2018-08-02,2018-09-18,INTERVENTIONAL,,Seoul National University Hospital,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT02109692,biodystromirs,UNKNOWN,2014-05-19,"Muscular Dystrophies, Becker Muscular Dystrophy, Duchenne Muscular Dystrophy",blood sample,Montpellier - France,2018-11,2014-04-10,2018-05-15,INTERVENTIONAL,,"University Hospital, Montpellier",OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT06711692,NS,NOT_YET_RECRUITING,2024-12-01,Duchenne Muscular Dystrophy,No interventions listed,"Aberdeen - United Kingdom, Belfast - United Kingdom, Birmingham - United Kingdom, Birmingham - United Kingdom, Birmingham - United Kingdom, Bristol - United Kingdom, Cambridge - United Kingdom, Cardiff - United Kingdom, Dundee - United Kingdom, Glasgow - United Kingdom, Lancaster - United Kingdom, Leeds - United Kingdom, Leicester - United Kingdom, Liverpool - United Kingdom, London - United Kingdom, London - United Kingdom, London - United Kingdom, Manchester - United Kingdom, Newcastle - United Kingdom, Nottingham - United Kingdom, Oswestry - United Kingdom, Oxford - United Kingdom, Plymouth - United Kingdom, Sheffield - United Kingdom, Southampton - United Kingdom, Swansea - United Kingdom",2025-04-30,2024-12-02,2024-12-02,OBSERVATIONAL,Not Available,"University College, London",OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
NCT03936894,Unknown,ACTIVE_NOT_RECRUITING,2019-05-01,Duchenne Muscular Dystrophy,Canakinumab Injection [Ilaris],Washington - United States,2024-04,2019-05-03,2023-09-21,INTERVENTIONAL,PHASE2,Children's National Research Institute,OTHER,duchenne_muscular_dystrophy,all_disease_procesed.csv
